molecule,geometry_angstrom,eigenpair_index,energy_low,energy_high,gap_hartree,eligible,dephasing_delta_c_median,transverse_delta_c_median,robust_delta_c,local_background,prominence,dephasing_positive_rate,transverse_positive_rate,robust_positive_rate
H4,1.75,19,-2.500651837718668,-2.477064958173648,0.023586879545020256,True,0.16285989571622025,0.2804055435783253,0.16285989571622025,0.046437106645256444,0.11642278907096382,0.6666666666666666,1.0,0.6666666666666666
H4,1.75,20,-2.477064958173648,-2.470664766873476,0.006400191300171887,True,0.1875072907286453,-0.006905849094894265,-0.006905849094894265,0.05007856032382676,-0.05698440941872102,0.75,0.4166666666666667,0.3333333333333333
H4,1.75,21,-2.470664766873476,-2.4394258353141076,0.03123893155936841,True,0.07306916443261743,0.20177829897480445,0.07306916443261743,0.06409557054441989,0.008973593888197545,0.5833333333333334,0.8333333333333334,0.4166666666666667
H4,1.75,22,-2.4394258353141076,-2.4273378007015913,0.012088034612516285,True,0.38312649345094046,0.20482258237149767,0.20482258237149767,0.05007856032382676,0.1547440220476709,0.9166666666666666,0.8333333333333334,0.75
H4,1.75,23,-2.4273378007015913,-2.423074104754661,0.004263695946930213,True,-0.07596667347919878,0.2850736402284598,-0.07596667347919878,0.11796453007441884,-0.19393120355361762,0.4166666666666667,0.6666666666666666,0.25
H4,1.75,24,-2.423074104754661,-2.422010419833486,0.0010636849211751453,True,0.15607915357950025,0.13763591401650468,0.13763591401650468,0.01644867837268245,0.12118723564382224,0.6666666666666666,0.8333333333333334,0.5
H4,1.75,25,-2.422010419833486,-2.3428136844656864,0.07919673536779959,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.75,26,-2.3428136844656864,-2.3363267456468937,0.006486938818792698,True,-0.029346864143253076,-0.08603698070895333,-0.08603698070895333,0.03980320584025916,-0.12584018654921247,0.5,0.08333333333333333,0.0
H4,1.75,27,-2.3363267456468937,-2.280596966569281,0.05572977907761256,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.75,28,-2.280596966569281,-2.2718576109635675,0.008739355605713595,True,0.04923848556733276,-0.03664984731930357,-0.03664984731930357,0.05007856032382676,-0.08672840764313033,0.75,0.25,0.25
H4,1.75,29,-2.2718576109635675,-2.1163326906304594,0.15552492033310816,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.75,30,-2.1163326906304594,-2.090662303579686,0.025670387050773513,True,0.060353914807394354,0.08898189590723321,0.060353914807394354,-0.006905849094894265,0.06725976390228862,0.75,0.5833333333333334,0.3333333333333333
H4,1.75,31,-2.090662303579686,-1.9829215347072093,0.10774076887247652,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.75,32,-1.9829215347072093,-1.935856354186659,0.04706518052055042,True,0.18098438747926632,0.10866297812089076,0.10866297812089076,0.019545356952203954,0.08911762116868681,1.0,1.0,1.0
H4,1.75,33,-1.935856354186659,-1.6167165443037335,0.31913980988292545,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.75,34,-1.6167165443037335,-1.616689375914705,2.716838902849794e-05,True,-0.010991045551219492,-0.021263200902986445,-0.021263200902986445,0.060353914807394354,-0.0816171157103808,0.25,0.0,0.0
H4,2.0,0,-3.044331269649874,-3.028426311733689,0.01590495791618496,True,-0.010731136601032532,0.022340369138927285,-0.010731136601032532,0.025761685330402934,-0.036492821931435465,0.4166666666666667,0.8333333333333334,0.3333333333333333
H4,2.0,1,-3.028426311733689,-3.011490983564249,0.01693532816944021,True,0.14453735090574593,-0.2975871759929712,-0.2975871759929712,-0.0273283856705947,-0.2702587903223765,0.6666666666666666,0.16666666666666666,0.16666666666666666
H4,2.0,2,-3.011490983564249,-3.0031347265795363,0.008356256984712651,True,0.028174406876910252,0.18098338522139792,0.028174406876910252,0.01864135783050351,0.009533049046406741,0.5833333333333334,0.75,0.5
H4,2.0,3,-3.0031347265795363,-2.994240687264157,0.008894039315379132,True,-0.005107508808664868,0.0550452050661106,-0.005107508808664868,-0.05579009809093051,0.05068258928226564,0.5,0.5833333333333334,0.25
H4,2.0,4,-2.994240687264157,-2.9866322688933673,0.007608418370789849,True,0.025761685330402934,0.3273247900958004,0.025761685330402934,0.028174406876910252,-0.002412721546507318,0.5833333333333334,0.8333333333333334,0.4166666666666667
H4,2.0,5,-2.9866322688933673,-2.548901715770866,0.4377305531225013,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.0,6,-2.548901715770866,-2.533284546128422,0.015617169642443862,True,0.07964842505065062,0.011521030330604087,0.011521030330604087,0.028426395273679392,-0.016905364943075304,0.75,0.5833333333333334,0.4166666666666667
H4,2.0,7,-2.533284546128422,-2.515421656153185,0.017862889975237106,True,0.1347611061880069,-0.1643736059312936,-0.1643736059312936,-0.0273283856705947,-0.1370452202606989,0.8333333333333334,0.3333333333333333,0.3333333333333333
H4,2.0,8,-2.515421656153185,-2.500719282745216,0.014702373407969205,True,-0.12066025880244738,0.14262058089102875,-0.12066025880244738,0.028174406876910252,-0.14883466567935763,0.25,0.9166666666666666,0.25
H4,2.0,9,-2.500719282745216,-2.4978827612765078,0.002836521468708053,True,-0.049549262532524535,0.1070076266898615,-0.049549262532524535,-0.005107508808664868,-0.04444175372385967,0.3333333333333333,0.8333333333333334,0.25
H4,2.0,10,-2.4978827612765078,-2.4907404839056686,0.007142277370839167,True,0.31525985108611654,0.028678383670448532,0.028678383670448532,0.019627630202596127,0.009050753467852404,0.8333333333333334,0.5833333333333334,0.5
H4,2.0,11,-2.4907404839056686,-2.4894370436818622,0.0013034402238063514,True,0.28287535373685124,0.05664402001680165,0.05664402001680165,-0.02771943237934285,0.0843634523961445,0.8333333333333334,0.5833333333333334,0.4166666666666667
H4,2.0,12,-2.4894370436818622,-2.4767622862237353,0.012674757458126962,True,0.37883286378114944,0.18080480423918688,0.18080480423918688,0.026968046103656593,0.15383675813553027,0.8333333333333334,0.8333333333333334,0.75
H4,2.0,13,-2.4767622862237353,-2.471185387645858,0.005576898577877465,True,-0.05579009809093051,0.2777828590675794,-0.05579009809093051,-0.005498555517413017,-0.05029154257351749,0.5,1.0,0.5
H4,2.0,14,-2.471185387645858,-2.4659992153371166,0.005186172308741188,True,0.24150344635630833,0.24218817757165417,0.24150344635630833,0.027220034500425733,0.2142834118558826,0.9166666666666666,0.9166666666666666,0.8333333333333334
H4,2.0,15,-2.4659992153371166,-2.4598628859336,0.006136329403516605,True,0.31192462841765867,0.24439690380318926,0.24439690380318926,-0.04114118115059906,0.2855380849537883,0.9166666666666666,0.9166666666666666,0.8333333333333334
H4,2.0,16,-2.4598628859336,-2.454075842872323,0.005787043061276975,True,0.03309407968680528,0.04587734686165609,0.03309407968680528,0.03366279588894862,-0.0005687162021433406,0.6666666666666666,0.5,0.25
H4,2.0,17,-2.454075842872323,-2.357383324226833,0.09669251864549011,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.0,18,-2.357383324226833,-2.3551368090581826,0.002246515168650376,True,-0.07458129263569052,0.20188474454465877,-0.07458129263569052,0.03587064389712699,-0.11045193653281751,0.3333333333333333,0.8333333333333334,0.3333333333333333
H4,2.0,19,-2.3551368090581826,-2.34625843457043,0.008878374487752527,True,0.04881560743733651,0.16629131194656366,0.04881560743733651,-0.005889602226161167,0.05470520966349768,0.5833333333333334,0.75,0.4166666666666667
H4,2.0,20,-2.34625843457043,-2.3439018722895906,0.0023565622808394693,True,0.16436380301018588,0.013493575074789321,0.013493575074789321,0.03587064389712699,-0.02237706882233767,0.8333333333333334,0.5833333333333334,0.5
H4,2.0,21,-2.3439018722895906,-2.312900637091397,0.031001235198193644,True,0.11621105642036517,-0.005889602226161167,-0.005889602226161167,0.05272981372706908,-0.058619415953230246,0.75,0.4166666666666667,0.4166666666666667
H4,2.0,22,-2.312900637091397,-2.3090969004111592,0.0038037366802377015,True,0.29968663602504664,0.0820057474343534,0.0820057474343534,0.03587064389712699,0.04613510353722641,0.75,0.5833333333333334,0.4166666666666667
H4,2.0,23,-2.3090969004111592,-2.307635011227309,0.0014618891838500403,True,-0.04114118115059906,0.016545766235438353,-0.04114118115059906,0.04881560743733651,-0.08995678858793557,0.3333333333333333,0.5,0.25
H4,2.0,24,-2.307635011227309,-2.3073988724173233,0.00023613880998585302,True,0.11871525559271962,0.038647208107448705,0.038647208107448705,0.0232938273807973,0.015353380726651406,0.6666666666666666,0.5833333333333334,0.25
H4,2.0,25,-2.3073988724173233,-2.230327558969665,0.07707131344765816,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.0,26,-2.230327558969665,-2.2280884275901305,0.0022391313795346868,True,0.2590249820552639,0.0957618924996698,0.0957618924996698,0.013493575074789321,0.08226831742488049,0.75,0.5833333333333334,0.4166666666666667
H4,2.0,27,-2.2280884275901305,-2.203418564627922,0.024669862962208633,True,0.09447525315230595,0.06543597350103147,0.06543597350103147,-0.005889602226161167,0.07132557572719264,0.9166666666666666,0.6666666666666666,0.6666666666666666
H4,2.0,28,-2.203418564627922,-2.2004656109767713,0.0029529536511505583,True,0.07009146414262357,-0.02128570951013692,-0.02128570951013692,0.026070391591119013,-0.04735610110125593,0.75,0.5,0.4166666666666667
H4,2.0,29,-2.2004656109767713,-1.9769590706863616,0.22350654029040973,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.0,30,-1.9769590706863616,-1.971119256070745,0.0058398146156166675,True,0.06969031754636693,-0.031641235348514596,-0.031641235348514596,0.038647208107448705,-0.0702884434559633,0.75,0.3333333333333333,0.16666666666666666
H4,2.0,31,-1.971119256070745,-1.8406283843369038,0.1304908717338411,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.0,32,-1.8406283843369038,-1.817613928913702,0.023014455423201685,True,0.12523328662288247,0.07900938827445764,0.07900938827445764,0.009117421932626851,0.06989196634183079,0.9166666666666666,1.0,0.9166666666666666
H4,2.0,33,-1.817613928913702,-1.5006653119614088,0.31694861695229326,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.0,34,-1.5006653119614088,-1.500663625013109,1.686948299939317e-06,True,-0.011149336747204308,-0.020412364242195002,-0.020412364242195002,0.038647208107448705,-0.05905957234964371,0.16666666666666666,0.0,0.0
H4,2.5,0,-2.7894564933521138,-2.7865448945285545,0.0029115988235592916,True,-0.02612495541091797,-0.00021676417528093683,-0.02612495541091797,-0.028671440425551253,0.002546485014633282,0.3333333333333333,0.5,0.16666666666666666
H4,2.5,1,-2.7865448945285545,-2.7834239873918225,0.003120907136731965,True,0.11488757652665899,-0.3445050371505058,-0.3445050371505058,0.0299997718720057,-0.3745048090225115,0.75,0.16666666666666666,0.16666666666666666
H4,2.5,2,-2.7834239873918225,-2.7818241871199403,0.0015998002718822235,True,-0.04802203605659769,0.22369405187853647,-0.04802203605659769,0.020631232916878767,-0.06865326897347646,0.4166666666666667,0.9166666666666666,0.4166666666666667
H4,2.5,3,-2.7818241871199403,-2.7802936326249066,0.001530554495033698,True,0.0569596072374047,0.3054034392980423,0.0569596072374047,0.003039936506606694,0.05391967073079801,0.5833333333333334,0.75,0.5
H4,2.5,4,-2.7802936326249066,-2.7789808618388463,0.001312770786060291,True,0.0673874212446755,0.11366690327658069,0.0673874212446755,-0.02612495541091797,0.09351237665559348,0.6666666666666666,0.75,0.4166666666666667
H4,2.5,5,-2.7789808618388463,-2.235521499350452,0.5434593624883943,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.5,6,-2.235521499350452,-2.233138845708194,0.0023826536422579814,True,-0.012108283559606414,-0.028671440425551253,-0.028671440425551253,0.012666133837938034,-0.04133757426348929,0.3333333333333333,0.0,0.0
H4,2.5,7,-2.233138845708194,-2.227306849436944,0.005831996271250084,True,0.20271983324700854,-0.04909148563898419,-0.04909148563898419,0.07589409274792197,-0.12498557838690616,1.0,0.4166666666666667,0.4166666666666667
H4,2.5,8,-2.227306849436944,-2.2247948069969676,0.0025120424399762697,True,-0.1446716709495107,0.03366429213235081,-0.1446716709495107,-0.02612495541091797,-0.11854671553859272,0.25,0.5,0.16666666666666666
H4,2.5,9,-2.2247948069969676,-2.222959615404355,0.001835191592612695,True,0.003039936506606694,0.18773179844502597,0.003039936506606694,0.0569596072374047,-0.05391967073079801,0.5,1.0,0.5
H4,2.5,10,-2.222959615404355,-2.220151886705941,0.002807728698413836,True,0.140208220586689,0.0766223726023274,0.0766223726023274,-0.02983800962500846,0.10646038222733586,0.75,0.75,0.5833333333333334
H4,2.5,11,-2.220151886705941,-2.220072720961972,7.916574396915621e-05,True,0.3307535632468883,0.17950567461029632,0.17950567461029632,-0.001199843585548796,0.18070551819584513,1.0,0.75,0.75
H4,2.5,12,-2.220072720961972,-2.2158085168051573,0.0042642041568146105,True,0.3187364103499901,0.2519557632046143,0.2519557632046143,-0.02983800962500846,0.2817937728296228,0.9166666666666666,0.9166666666666666,0.8333333333333334
H4,2.5,13,-2.2158085168051573,-2.215762072890551,4.6443914606175696e-05,True,0.09482857825843923,0.29295689987680673,0.09482857825843923,0.0299997718720057,0.06482880638643353,0.75,1.0,0.75
H4,2.5,14,-2.215762072890551,-2.2149775034617547,0.0007845694287964555,True,0.05145722308679404,0.3036976877776353,0.05145722308679404,-0.007466071407454505,0.058923294494248546,0.5833333333333334,0.9166666666666666,0.5833333333333334
H4,2.5,15,-2.2149775034617547,-2.2126368515307306,0.0023406519310240625,True,0.3434314906638796,0.20837019943805865,0.20837019943805865,0.003039936506606694,0.20533026293145196,0.8333333333333334,0.6666666666666666,0.5833333333333334
H4,2.5,16,-2.2126368515307306,-2.2118709170127033,0.0007659345180273114,True,-0.031004578824465667,0.061452274847249855,-0.031004578824465667,0.03259826034871814,-0.06360283917318381,0.4166666666666667,0.8333333333333334,0.3333333333333333
H4,2.5,17,-2.2118709170127033,-2.1187392656878616,0.09313165132484169,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.5,18,-2.1187392656878616,-2.118403749312503,0.00033551637535866874,True,-0.13226015979423392,0.027643324348904708,-0.13226015979423392,0.03259826034871814,-0.16485842014295204,0.25,0.6666666666666666,0.25
H4,2.5,19,-2.118403749312503,-2.11777541144545,0.0006283378670528528,True,-0.1359618957904848,0.07841570145374033,-0.1359618957904848,0.06750316102541204,-0.20346505681589683,0.25,0.5833333333333334,0.16666666666666666
H4,2.5,20,-2.11777541144545,-2.1174263275444143,0.0003490839010358293,True,0.0691055524354856,-0.04693951704787713,-0.04693951704787713,0.06403979784456072,-0.11097931489243786,0.6666666666666666,0.4166666666666667,0.3333333333333333
H4,2.5,21,-2.1174263275444143,-2.101291997967687,0.016134329576727335,True,0.1406344959235664,-0.005439623677704286,-0.005439623677704286,0.08116586964192563,-0.08660549331962991,0.9166666666666666,0.5,0.4166666666666667
H4,2.5,22,-2.101291997967687,-2.101115358950789,0.00017663901689779493,True,0.4337617835542569,0.14078490261018084,0.14078490261018084,0.03259826034871814,0.1081866422614627,0.75,0.5833333333333334,0.4166666666666667
H4,2.5,23,-2.101115358950789,-2.1009554770930374,0.00015988185775173136,True,0.25609140370591205,0.06750316102541204,0.06750316102541204,0.04887025092565406,0.018632910099757982,0.5833333333333334,0.8333333333333334,0.4166666666666667
H4,2.5,24,-2.1009554770930374,-2.1009041041947096,5.1372898327795014e-05,True,0.2221866271397941,0.013739297610642243,0.013739297610642243,0.01598917913308602,-0.002249881522443778,0.75,0.5833333333333334,0.4166666666666667
H4,2.5,25,-2.1009041041947096,-2.0481624992308127,0.052741604963896904,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.5,26,-2.0481624992308127,-2.0479984334491985,0.00016406578161420882,True,0.23865158118013252,0.18264814163726623,0.18264814163726623,-0.019478864820622,0.20212700645788823,0.75,0.75,0.5833333333333334
H4,2.5,27,-2.0479984334491985,-2.04363018939298,0.0043682440562187175,True,0.340488823368983,0.04887025092565406,0.04887025092565406,-0.005439623677704286,0.054309874603358343,0.8333333333333334,0.75,0.5833333333333334
H4,2.5,28,-2.04363018939298,-2.043428583527207,0.0002016058657727804,True,-0.020666363362992657,-0.08013832105384344,-0.08013832105384344,0.04885352858552525,-0.1289918496393687,0.3333333333333333,0.08333333333333333,0.0
H4,2.5,29,-2.043428583527207,-1.708744061644194,0.334684521883013,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.5,30,-1.708744061644194,-1.7084927659021532,0.0002512957420408579,True,0.19440118753354424,0.2526531629088079,0.19440118753354424,0.013739297610642243,0.180661889922902,1.0,1.0,1.0
H4,2.5,31,-1.7084927659021532,-1.5757132787072778,0.1327794871948753,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.5,32,-1.5757132787072778,-1.5709164838962946,0.004796794810983274,True,0.11156520552304006,0.08396775956040825,0.08396775956040825,0.07726210011041154,0.006705659449996709,0.8333333333333334,1.0,0.8333333333333334
H4,2.5,33,-1.5709164838962946,-1.2950235482420744,0.27589293565422013,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,2.5,34,-1.2950235482420744,-1.2950235435054946,4.7365797950504884e-09,True,-0.009118479822624592,-0.019478864820622,-0.019478864820622,0.08396775956040825,-0.10344662438103025,0.25,0.0,0.0
H4,3.0,0,-2.631658454841377,-2.6312002232856613,0.0004582315557155603,True,-0.03421567323432251,0.08283638044145258,-0.03421567323432251,-0.04522443065308346,0.01100875741876095,0.4166666666666667,0.8333333333333334,0.4166666666666667
H4,3.0,1,-2.6312002232856613,-2.63070857047349,0.0004916528121712282,True,0.26736177454516397,-0.3316917569153141,-0.3316917569153141,0.019124385169245278,-0.35081614208455936,0.75,0.16666666666666666,0.16666666666666666
H4,3.0,2,-2.63070857047349,-2.6304544501271576,0.0002541203463324315,True,-0.14412732572087691,0.22674501453887128,-0.14412732572087691,-0.029590553239504824,-0.11453677248137209,0.4166666666666667,0.5833333333333334,0.3333333333333333
H4,3.0,3,-2.6304544501271576,-2.6302166963308027,0.00023775379635493366,True,-0.18089604325601924,0.058695122128278876,-0.18089604325601924,0.07444216284543043,-0.25533820610144964,0.3333333333333333,0.5833333333333334,0.08333333333333333
H4,3.0,4,-2.6302166963308027,-2.6300125712122733,0.00020412511852940796,True,-0.02496543324468714,-0.011030896090950537,-0.02496543324468714,-0.03421567323432251,0.009250239989635367,0.3333333333333333,0.5,0.08333333333333333
H4,3.0,5,-2.6300125712122733,-2.0359872801602426,0.5940252910520307,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,3.0,6,-2.0359872801602426,-2.0356689091114766,0.0003183710487659752,True,-0.04444221767598239,-0.04522443065308346,-0.04522443065308346,-0.026640366314415728,-0.01858406433866773,0.25,0.0,0.0
H4,3.0,7,-2.0356689091114766,-2.0344906197008057,0.0011782894106708852,True,0.16352419462273965,-0.03619339250693987,-0.03619339250693987,0.05314150646616572,-0.08933489897310559,1.0,0.3333333333333333,0.3333333333333333
H4,3.0,8,-2.0344906197008057,-2.034170865479592,0.0003197542212136639,True,-0.009615914569089196,-0.1768144019869641,-0.1768144019869641,-0.028315299384144316,-0.1484991026028198,0.5,0.25,0.08333333333333333
H4,3.0,9,-2.034170865479592,-2.0333469722696766,0.0008238932099153828,True,0.07444216284543043,0.1417126575932422,0.07444216284543043,-0.03619339250693987,0.1106355553523703,0.5833333333333334,0.9166666666666666,0.5
H4,3.0,10,-2.0333469722696766,-2.032838060181378,0.0005089120882986187,True,0.22047725573420107,0.049578815843249496,0.049578815843249496,-0.03972005194370298,0.08929886778695248,0.75,0.6666666666666666,0.4166666666666667
H4,3.0,11,-2.032838060181378,-2.0328183644623263,1.9695719051693317e-05,True,0.277111890359954,0.158643720105656,0.158643720105656,-0.048142526799204895,0.2067862469048609,0.9166666666666666,0.5833333333333334,0.5833333333333334
H4,3.0,12,-2.0328183644623263,-2.0321730932551088,0.0006452712072175792,True,0.10775943439360045,0.11509588517311078,0.10775943439360045,-0.09467587818698019,0.20243531258058062,0.5833333333333334,0.75,0.5
H4,3.0,13,-2.0321730932551088,-2.0317688592111045,0.000404234044004248,True,0.18534345804704533,0.13050538976589932,0.13050538976589932,-0.048142526799204895,0.1786479165651042,0.75,0.75,0.5
H4,3.0,14,-2.0317688592111045,-2.031659594631522,0.0001092645795823799,True,0.038831300683235814,-0.028315299384144316,-0.028315299384144316,-0.11101941632002378,0.08270411693587947,0.5833333333333334,0.4166666666666667,0.25
H4,3.0,15,-2.031659594631522,-2.0312522447534254,0.00040734987809676326,True,0.1670975144605949,0.03184085008690102,0.03184085008690102,0.019124385169245278,0.01271646491765574,0.9166666666666666,0.5833333333333334,0.5
H4,3.0,16,-2.0312522447534254,-2.031173560797734,7.868395569143871e-05,True,-0.024241995544624917,0.07532095381110715,-0.024241995544624917,-0.11101941632002378,0.08677742077539886,0.25,0.75,0.25
H4,3.0,17,-2.031173560797734,-1.9467788576153826,0.08439470318235132,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,3.0,18,-1.9467788576153826,-1.9467419706381406,3.688697724202328e-05,True,-0.2063044237179942,0.05989939445481374,-0.2063044237179942,-0.06522280524258704,-0.14108161847540718,0.3333333333333333,0.8333333333333334,0.25
H4,3.0,19,-1.9467419706381406,-1.9467323951539375,9.575484203105944e-06,True,-0.047926514469843945,-0.09537708275959333,-0.09537708275959333,0.0889722693158316,-0.18434935207542494,0.4166666666666667,0.25,0.16666666666666666
H4,3.0,20,-1.9467323951539375,-1.946694403977119,3.7991176818463757e-05,True,-0.2846735911303,-0.15427826255186528,-0.2846735911303,-0.026278647464384616,-0.25839494366591537,0.0,0.25,0.0
H4,3.0,21,-1.946694403977119,-1.9416589247816314,0.0050354791954876355,True,-0.06009166109146992,0.26744367955879866,-0.06009166109146992,0.10350237578623278,-0.1635940368777027,0.4166666666666667,1.0,0.4166666666666667
H4,3.0,22,-1.9416589247816314,-1.9416574061520777,1.5186295536651073e-06,True,-0.2088908272602936,-0.3511452874701378,-0.3511452874701378,-0.026278647464384616,-0.32486664000575316,0.08333333333333333,0.0,0.0
H4,3.0,23,-1.9416574061520777,-1.9416483543283891,9.05182368859947e-06,True,-0.1448661647008932,-0.2601027198558318,-0.2601027198558318,0.0676716129365669,-0.32777433279239865,0.16666666666666666,0.0,0.0
H4,3.0,24,-1.9416483543283891,-1.9416421574132376,6.196915151468474e-06,True,-0.010677756024901786,-0.22530725511019253,-0.22530725511019253,-0.026278647464384616,-0.19902860764580793,0.5,0.0,0.0
H4,3.0,25,-1.9416421574132376,-1.9069485803487838,0.03469357706445386,True,0.14834371827649312,0.1332741347379841,0.1332741347379841,-0.06009166109146992,0.193365795829454,0.9166666666666666,0.75,0.6666666666666666
H4,3.0,26,-1.9069485803487838,-1.906944081683362,4.498665421737158e-06,True,0.054443030065268516,0.09723739688541566,0.054443030065268516,-0.10213031110102977,0.15657334116629829,0.6666666666666666,0.6666666666666666,0.3333333333333333
H4,3.0,27,-1.906944081683362,-1.9062316702362077,0.000712411447154393,True,0.3442697033787601,0.10350237578623278,0.10350237578623278,-0.07773437192553162,0.1812367477117644,0.9166666666666666,0.6666666666666666,0.5833333333333334
H4,3.0,28,-1.9062316702362077,-1.9062264520262522,5.218209955470954e-06,True,-0.06795676265576173,-0.10213031110102977,-0.10213031110102977,-0.11317733413695179,0.011047023035922018,0.08333333333333333,0.0,0.0
H4,3.0,29,-1.9062264520262522,-1.4900591070763918,0.4161673449498604,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,3.0,30,-1.4900591070763918,-1.4900508825611822,8.224515209542815e-06,True,0.2428986890299082,0.3849007144943258,0.2428986890299082,-0.10213031110102977,0.34502900013093796,1.0,1.0,1.0
H4,3.0,31,-1.4900508825611822,-1.373697098320133,0.11635378424104914,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,3.0,32,-1.373697098320133,-1.3729039651843422,0.00079313313579088,True,0.12824361326890177,0.09868948396416583,0.09868948396416583,-0.06109027782846957,0.1597797617926354,0.8333333333333334,1.0,0.8333333333333334
H4,3.0,33,-1.3729039651843422,-1.1386868855104944,0.23421707967384786,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,3.0,34,-1.1386868855104944,-1.1386868855042223,6.272093955317359e-12,True,-0.009762755741298312,-0.02005024455590937,-0.02005024455590937,0.054443030065268516,-0.07449327462117789,0.25,0.0,0.0
