geometry_angstrom,eigenpair_index,gap_hartree,valid_seed_units,robust_positive_units,robust_positive_rate,prominence_positive_units,prominence_positive_rate,median_robust_delta_c,median_prominence,min_prominence,max_prominence,dephasing_positive_rate,transverse_positive_rate,status
2.5,1,0.0031209071367288566,12,2,0.16666666666666666,2,0.16666666666666666,-0.30484116878567435,-0.2537130727352983,-0.8289171520147463,0.22007797738197507,0.75,0.16666666666666666,FAIL
2.5,34,4.736581793451933e-09,12,0,0.0,2,0.16666666666666666,-0.026839532210437667,-0.06396104608829917,-0.13673554063268434,0.10959622224457444,0.25,0.0,FAIL
2.5,28,0.00020160586577411266,12,0,0.0,0,0.0,-0.09390405597260953,-0.1075122799425911,-0.2383726713886568,-0.04008592023179891,0.3333333333333333,0.08333333333333333,FAIL
2.5,8,0.002512042439973605,12,0,0.0,0,0.0,-0.30148631527609004,-0.2427190266188188,-0.40455673008777976,-0.05313198671319902,0.25,0.25,FAIL
3.0,30,8.22451520976486e-06,12,12,1.0,12,1.0,0.2128024160660471,0.3655205108022328,0.05280480246664426,0.6497181463313315,1.0,1.0,PASS
3.0,32,0.000793133135791102,12,10,0.8333333333333334,11,0.9166666666666666,0.0391908951539342,0.20753198434661202,-0.039691501348321945,0.31096364348760147,0.8333333333333334,1.0,PASS
3.0,25,0.03469357706445564,12,8,0.6666666666666666,10,0.8333333333333334,0.08002770212719876,0.16780576762830862,-0.49051236810591925,0.41658512346633103,0.9166666666666666,0.75,FAIL
3.0,27,0.0007124114471541709,12,7,0.5833333333333334,9,0.75,0.04932639000763123,0.21909307588597027,-0.4301706950860865,0.4417063458790635,0.9166666666666666,0.6666666666666666,FAIL
3.0,11,1.9695719052581495e-05,12,7,0.5833333333333334,8,0.6666666666666666,0.07913262175959469,0.049754373121869006,-0.08541748941361943,0.45872945666856135,0.9166666666666666,0.5833333333333334,FAIL
3.0,12,0.0006452712072180233,12,6,0.5,10,0.8333333333333334,0.014431924037245705,0.1362904577150164,-0.02143803212864065,0.33528037630653706,0.5833333333333334,0.75,FAIL
3.0,13,0.00040423404400291574,12,6,0.5,8,0.6666666666666666,-0.02326291412437312,0.1197083628483712,-0.1944035896187534,0.3297717571231257,0.75,0.75,FAIL
3.0,9,0.0008238932099158269,12,6,0.5,7,0.5833333333333334,0.01963787196578584,0.07331338003631467,-0.23450347889136253,0.27088858890589695,0.5833333333333334,0.9166666666666666,FAIL
3.0,15,0.0004073498780958751,12,6,0.5,8,0.6666666666666666,-0.02187421540143092,0.048246560767315455,-0.1102326899757492,0.23823949036674008,0.9166666666666666,0.5833333333333334,FAIL
3.0,10,0.0005089120882981746,12,5,0.4166666666666667,8,0.6666666666666666,-0.027940817165368906,0.06231713641289524,-0.3484120899735822,0.4819674462432886,0.75,0.6666666666666666,FAIL
3.0,0,0.0004582315557182248,12,5,0.4166666666666667,8,0.6666666666666666,-0.034215673234440414,0.05994812472079547,-0.1095503682689371,0.3645040707817425,0.4166666666666667,0.8333333333333334,FAIL
3.0,21,0.0050354791954880795,12,5,0.4166666666666667,5,0.4166666666666667,-0.06009166109167788,-0.014706216230459382,-0.26371041859005806,0.39214141518922685,0.4166666666666667,1.0,FAIL
3.0,7,0.0011782894106713293,12,4,0.3333333333333333,7,0.5833333333333334,-0.03619339250653614,0.047440140626912854,-0.1655799723400339,0.17722670888259962,1.0,0.3333333333333333,FAIL
3.0,26,4.498665421071024e-06,12,4,0.3333333333333333,5,0.4166666666666667,-0.1661635543369585,-0.0759874831433266,-0.4948671017981019,0.16969540251231152,0.6666666666666666,0.6666666666666666,FAIL
3.0,2,0.000254120346329767,12,4,0.3333333333333333,4,0.3333333333333333,-0.19404648538414776,-0.10406623882277037,-0.503553066900939,0.315632890213621,0.4166666666666667,0.5833333333333334,FAIL
3.0,16,7.868395569277098e-05,12,3,0.25,11,0.9166666666666666,-0.031018204005296646,0.13095220291707085,-0.04132790562933372,0.23921909863317622,0.25,0.75,FAIL
3.0,14,0.00010926457958326807,12,3,0.25,8,0.6666666666666666,-0.04859319790114722,0.05721122679377939,-0.18987108005656472,0.3009662537331107,0.5833333333333334,0.4166666666666667,FAIL
3.0,18,3.6886977242911456e-05,12,3,0.25,5,0.4166666666666667,-0.20630442371705482,-0.04733784180219325,-0.42524715244486433,0.24700606881801,0.3333333333333333,0.8333333333333334,FAIL
3.0,19,9.575484203994122e-06,12,2,0.16666666666666666,2,0.16666666666666666,-0.17703705127934583,-0.13822372085369772,-0.4409506894316686,0.10093659092547766,0.4166666666666667,0.25,FAIL
3.0,1,0.0004916528121694519,12,2,0.16666666666666666,4,0.3333333333333333,-0.3316917569134631,-0.22194694963529898,-0.7796523386615966,0.43475669735226313,0.75,0.16666666666666666,FAIL
3.0,4,0.00020412511852896387,12,1,0.08333333333333333,6,0.5,-0.05208482075911053,0.001463933500150727,-0.28949574964177116,0.15749277252789967,0.3333333333333333,0.5,FAIL
3.0,8,0.0003197542212136639,12,1,0.08333333333333333,2,0.16666666666666666,-0.24323588026460652,-0.1422810375055351,-0.340751046757791,0.03516613299030419,0.5,0.25,FAIL
3.0,3,0.00023775379635626592,12,1,0.08333333333333333,2,0.16666666666666666,-0.18303780360488828,-0.25099700680208914,-0.45736567979075893,0.33567687338881236,0.3333333333333333,0.5833333333333334,FAIL
3.0,34,6.2729821337370595e-12,12,0,0.0,9,0.75,-0.02773533728615668,0.04293322640006608,-0.10037536717359463,0.1711128820137524,0.25,0.0,FAIL
3.0,28,5.218209955248909e-06,12,0,0.0,7,0.5833333333333334,-0.11754633989054136,0.030527890885258327,-0.09557327983105607,0.20441811334590776,0.08333333333333333,0.0,FAIL
3.0,6,0.0003183710487659752,12,0,0.0,7,0.5833333333333334,-0.06604712629157461,0.01593622109065558,-0.11350291383658775,0.17306535192609776,0.25,0.0,FAIL
3.0,24,6.196915150136206e-06,12,0,0.0,1,0.08333333333333333,-0.24619309459736022,-0.15049372277412146,-0.2790695260049945,0.05302014924065135,0.5,0.0,FAIL
3.0,23,9.051823689265603e-06,12,0,0.0,0,0.0,-0.29422349059047437,-0.2528095328655512,-0.4061577315549262,-0.08739428094448032,0.16666666666666666,0.0,FAIL
3.0,20,3.799117681779762e-05,12,0,0.0,1,0.08333333333333333,-0.36640080147533316,-0.270842377461616,-0.542186042327671,0.02117139664781359,0.0,0.25,FAIL
3.0,22,1.5186295529989735e-06,12,0,0.0,1,0.08333333333333333,-0.3844921138440328,-0.2923464204728192,-0.5559874191962559,0.0491024778023324,0.08333333333333333,0.0,FAIL
